x,y,t,v,w
19.999999999997573,19.65,0.0,3616803515387.115,-0.0
19.975756536966575,19.65,3.141592653589793,177148112863.19827,-22955763756057.504
19.952293962302424,19.65,3.141592653589793,171442125217.499,-0.0
19.929430768392518,19.65,3.141592653589793,167062422145.9822,-0.0
19.907035373148418,19.65,3.141592653589793,163644195519.63425,-0.0
19.885007763524374,19.65,3.141592653589793,160956768874.02774,-0.0
19.86327357827223,19.65,3.141592653589793,158812703330.10077,-0.0
19.841772633757348,19.65,3.141592653589793,157108402405.95334,-0.0
19.82046065274527,19.65,3.141592653589793,155727637295.00354,-0.0
19.799299024002078,19.65,3.141592653589793,154629006267.5642,-0.0
19.778260818972573,19.65,3.141592653589793,153727143446.48575,-0.0
19.757319907581415,19.65,3.141592653589793,153016214302.21094,-0.0
19.736460056901148,19.65,3.141592653589793,152423899914.4854,-0.0
19.715662653471856,19.65,3.141592653589793,151967594944.7827,-0.0
19.69491840274227,19.65,3.141592653589793,151579205693.85284,-0.0
19.674213306613687,19.65,3.141592653589793,151293101201.74777,-0.0
19.653542762630238,19.65,3.141592653589793,151040627068.9025,-0.0
19.632895605823673,19.65,3.141592653589793,150869735878.76776,-0.0
19.61227052628377,19.65,3.141592653589793,150708416263.61902,-0.0
19.591658056690907,19.65,3.141592653589793,150616274793.6097,-0.0
19.571059281724324,19.65,3.141592653589793,150516207521.923,-0.0
19.550465688881737,19.65,3.141592653589793,150478341500.6675,-0.0
19.52988016952897,19.65,3.141592653589793,150419348134.74536,-0.0
19.50929467059727,19.65,3.141592653589793,150419198917.04114,-0.0
19.488713500102197,19.65,3.141592653589793,150387570829.1467,-0.0
19.468128729329734,19.65,3.141592653589793,150413878223.60886,-0.0
19.44754582216256,19.65,3.141592653589793,150400260773.02335,-0.0
19.426956745100775,19.65,3.141592653589793,150445344480.14526,-0.0
19.406367942967606,19.65,3.141592653589793,150443335563.94684,-0.0
19.385771119331682,19.65,3.141592653589793,150501949057.96146,-0.0
19.36517358272986,19.65,3.141592653589793,150507158732.97766,-0.0
19.344566663687647,19.65,3.141592653589793,150575716661.6386,-0.0
19.32395845631797,19.65,3.141592653589793,150585130530.38965,-0.0
19.30333984069556,19.65,3.141592653589793,150661184117.6076,-0.0
19.282719644996742,19.65,3.141592653589793,150672729809.4673,-0.0
19.262088243791737,19.65,3.141592653589793,150754608964.7742,-0.0
19.241455166007686,19.65,3.141592653589793,150766859805.9074,-0.0
19.220810240969524,19.65,3.141592653589793,150853428243.16837,-0.0
19.200163677513242,19.65,3.141592653589793,150865400240.63266,-0.0
19.17950473047679,19.65,3.141592653589793,150955887637.37274,-0.0
19.15884427632179,19.65,3.141592653589793,150966900222.75186,-0.0
19.13817097335502,19.65,3.141592653589793,151060787088.45483,-0.0
19.117496359262095,19.65,3.141592653589793,151070367548.3018,-0.0
19.096808478703384,19.65,3.141592653589793,151167306231.32883,-0.0
19.076119528233644,19.65,3.141592653589793,151175124121.02298,-0.0
19.05541692512064,19.65,3.141592653589793,151274884620.86746,-0.0
19.034713525222145,19.65,3.141592653589793,151280706769.52576,-0.0
19.01399610696277,19.65,3.141592653589793,151383139585.0032,-0.0
18.99327818786343,19.65,3.141592653589793,151386799245.9542,-0.0
18.972545897612672,19.65,3.141592653589793,151491809918.32852,-0.0
18.951813419089447,19.65,3.141592653589793,151493185634.00272,-0.0
18.93106622440352,19.65,3.141592653589793,151600717319.88382,-0.0
18.910319166416567,19.65,3.141592653589793,151599718454.1071,-0.0
18.88955705151833,19.65,3.141592653589793,151709740005.73254,-0.0
18.86879540783043,19.65,3.141592653589793,151706296849.8833,-0.0
18.848018368343617,19.65,3.141592653589793,151818794669.1788,-0.0
18.82724214217945,19.65,3.141592653589793,151812851682.74142,-0.0
18.806450181548843,19.65,3.141592653589793,151927824161.43997,-0.0
18.785659382646553,19.65,3.141592653589793,151919335358.55026,-0.0
18.764852509708525,19.65,3.141592653589793,152036789085.90933,-0.0
18.744047152320736,19.65,3.141592653589793,152025714889.7723,-0.0
18.72322537965779,19.65,3.141592653589793,152145662069.43677,-0.0
18.70240548119935,19.65,3.141592653589793,152131967169.8877,-0.0
18.68156882402853,19.65,3.141592653589793,152254423861.31815,-0.0
18.660734404164383,19.65,3.141592653589793,152238075757.33295,-0.0
18.63988287958886,19.65,3.141592653589793,152363060679.55,-0.0
18.61903395962128,19.65,3.141592653589793,152344028688.0725,-0.0
18.598167586128753,19.65,3.141592653589793,152471562407.29364,-0.0
18.577304188587902,19.65,3.141592653589793,152449816989.86682,-0.0
18.556422985716736,19.65,3.141592653589793,152579921367.29407,-0.0
18.53554513408928,19.65,3.141592653589793,152555433673.5157,-0.0
18.514649122208535,19.65,3.141592653589793,152688131489.61502,-0.0
18.49375684076005,19.65,3.141592653589793,152660873047.45844,-0.0
18.47284604092677,19.65,3.141592653589793,152796187747.1605,-0.0
18.45193935458782,19.65,3.141592653589793,152766130252.58337,-0.0
18.431013788456923,19.65,3.141592653589793,152904085771.19836,-0.0
18.410092722752417,19.65,3.141592653589793,152871200946.0627,-0.0
18.389152412522318,19.65,3.141592653589793,153011821590.37292,-0.0
18.368216993530325,19.65,3.141592653589793,152976081085.8485,-0.0
18.347261961912988,19.65,3.141592653589793,153119391452.17792,-0.0
18.32631221624374,19.65,3.141592653589793,153080766783.44705,-0.0
18.305342486451412,19.65,3.141592653589793,153226791701.00534,-0.0
18.28437844124005,19.65,3.141592653589793,153185254203.28052,-0.0
18.26339403698358,19.65,3.141592653589793,153334018693.57828,-0.0
18.242415719892538,19.65,3.141592653589793,153289539492.4462,-0.0
18.221416665387576,19.65,3.141592653589793,153441068741.25153,-0.0
18.200424104615486,19.65,3.141592653589793,153393618732.8821,-0.0
18.1794104245943,19.65,3.141592653589793,153547938069.1058,-0.0
18.1584036488894,19.65,3.141592653589793,153497487908.58954,-0.0
18.137375368616343,19.65,3.141592653589793,153654622789.14062,-0.0
18.116354407292878,19.65,3.141592653589793,153601142883.78128,-0.0
18.09531155258222,19.65,3.141592653589793,153761118883.09872,-0.0
18.074276435538476,19.65,3.141592653589793,153704579390.79425,-0.0
18.0532190327733,19.65,3.141592653589793,153867422194.6569,-0.0
18.03216979050992,19.65,3.141592653589793,153807793028.17963,-0.0
18.01109786666067,19.65,3.141592653589793,153973528431.90915,-0.0
17.990034530297784,19.65,3.141592653589793,153910779269.32306,-0.0
17.968948112938605,19.65,3.141592653589793,154079433183.61624,-0.0
17.94787071422958,19.65,3.141592653589793,154013533487.1419,-0.0
17.926769831550015,19.65,3.141592653589793,154185131953.0194,-0.0
17.90567840288864,19.65,3.141592653589793,154116051002.03677,-0.0
17.884563083696616,19.65,3.141592653589793,154290620221.5536,-0.0
17.863457658112907,19.65,3.141592653589793,154218327165.06317,-0.0
17.842327931823142,19.65,3.141592653589793,154395893555.37582,-0.0
17.821208542953602,19.65,3.141592653589793,154320357544.59744,-0.0
17.8000644395408,19.65,3.141592653589793,154500947862.6344,-0.0
17.778931121627643,19.65,3.141592653589793,154422137714.6938,-0.0
17.75777267166929,19.65,3.141592653589793,154605778738.79086,-0.0
17.736625459622683,19.65,3.141592653589793,154523662794.55496,-0.0
17.71545269438315,19.65,3.141592653589793,154710381164.7339,-0.0
17.694291623857097,19.65,3.141592653589793,154624927348.94968,-0.0
17.67310457535967,19.65,3.141592653589793,154814749595.03082,-0.0
17.65192968281896,19.65,3.141592653589793,154725925453.4466,-0.0
17.630728383911254,19.65,3.141592653589793,154918878006.26,-0.0
17.609539706693642,19.65,3.141592653589793,154826650729.2297,-0.0
17.58832419111004,19.65,3.141592653589793,155022759918.80338,-0.0
17.567121767486665,19.65,3.141592653589793,154927096356.01398,-0.0
17.54589206991023,19.65,3.141592653589793,155126388400.5741,-0.0
17.524675939146324,19.65,3.141592653589793,155027255069.92712,-0.0
17.50343209527196,19.65,3.141592653589793,155229756058.0268,-0.0
17.482202297689327,19.65,3.141592653589793,155127119150.53738,-0.0
17.460944344289462,19.65,3.141592653589793,155332855017.64456,-0.0
17.43970092133182,19.65,3.141592653589793,155226680399.95966,-0.0
17.418428896325622,19.65,3.141592653589793,155435676900.13486,-0.0
17.397171890627654,19.65,3.141592653589793,155325930115.77914,-0.0
17.375885833154484,19.65,3.141592653589793,155538212789.48532,-0.0
17.35461528861529,19.65,3.141592653589793,155424859058.83542,-0.0
17.33331523911308,19.65,3.141592653589793,155640453196.98352,-0.0
17.312031200974495,19.65,3.141592653589793,155523457417.6832,-0.0
17.29071720126345,19.65,3.141592653589793,155742388022.30304,-0.0
17.269419716193656,19.65,3.141592653589793,155621714769.96423,-0.0
17.24809180956568,19.65,3.141592653589793,155844006511.68228,-0.0
17.226780925748272,19.65,3.141592653589793,155719620042.45508,-0.0
17.205439157062102,19.65,3.141592653589793,155945297216.15863,-0.0
17.184114924290586,19.65,3.141592653589793,155817161471.5005,-0.0
17.162759340072576,19.65,3.141592653589793,156046247950.4038,-0.0
17.14142180984975,19.65,3.141592653589793,155914326567.21118,-0.0
17.120052458399353,19.65,3.141592653589793,156146845758.2823,-0.0
17.09870168404041,19.65,3.141592653589793,156011102086.30624,-0.0
17.07731861553883,19.65,3.141592653589793,156247076889.80652,-0.0
17.055954652275812,19.65,3.141592653589793,156107474022.29996,-0.0
17.0345579188946,19.65,3.141592653589793,156346926801.34842,-0.0
17.013180823978047,19.65,3.141592653589793,156203427625.94,-0.0
16.9917704799822,19.65,3.141592653589793,156446380196.0289,-0.0
16.970380312772686,19.65,3.141592653589793,156298947479.1038,-0.0
16.94895641460878,19.65,3.141592653589793,156545421132.96832,-0.0
16.927553236646222,19.65,3.141592653589793,156394017657.22916,-0.0
16.906115842999977,19.65,3.141592653589793,156644033250.6151,-0.0
16.884699718030543,19.65,3.141592653589793,156488622039.13055,-0.0
16.863248889827887,19.65,3.141592653589793,156742200179.67432,-0.0
16.841819883755388,19.65,3.141592653589793,156582744858.8197,-0.0
16.820355684064626,19.65,3.141592653589793,156839906265.67374,-0.0
16.798913864772352,19.65,3.141592653589793,156676371652.1612,-0.0
16.777436358538296,19.65,3.141592653589793,156937137796.93146,-0.0
